,user_nickname,content,region,city,signature,count_en,count_dg,count_sp,count_zh,count_pu,ads_status,phone_status,kind_words,num_words,name_status,name_phone
2827,TimYu（加拿大注册移民顾问）,五月最新职位 (2018-04-30),Ontario,Toronto,www.HireChinese.ca,16,0,0,0,2,1,1,3,3,0,1
2829,林乐,"我每周收入8000元左右，就是靠这个自动进人系统，免费注册5分钟后，没有效果请拉黑我.光占个位置什么都不用做一个月都能拿好几千，排队就可以分钱比一般人打工上班收入还高呢，全力以赴运作几个月时间周收入过万点击免费注册自己的网站： http://www.ve678.cn/w332098/v2.html 

免费注册就成为我们的准会员，系统自动给你组建团队，开始排队赚钱，机会只留有准备的人

",,,花若盛开，蝴蝶自来,0,0,0,8,1,1,1,0,0,1,1
2831,几度秋,[有人@我]整个朋友圈都在玩&amp;lt;弹球王者&amp;gt;！主播们已经玩到停不下来！,河南,郑州,0,0,0,0,0,0,1,1,0,0,1,1
2841,CarolMa马云,🎈🎈🎈今天是个好日子，4月30日， 欠 CRA 税 （income tax & HST)的同学们要在今天午夜12点之前把💵💵💵交了。,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
2847,新新,谁知道现在有什么夏令营活动吗,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
2865,wings🌸妍💎,@anna ～🇨🇦 没关系没关系，现在好些了吧。,Toronto,,最近有点儿忙,0,0,0,6,0,1,1,0,0,1,1
2866,Youling,请问马云,Toronto,,安省注册针灸师，按摩师，正骨师,0,0,0,13,2,1,1,0,0,1,1
2873,许装修砍树,@Matthew 持牌iccrc移民-法律顾问  这得是用脚做的活了吧 好索赔材料费结构检测维修的费用了吧 ,,,0,0,0,0,0,0,1,1,0,0,0,1
2874,aileen（李藹凝）房東🏡,"2分钟步行到大学，干净明亮一室一厅独立厨房洗手間公寓出租，$650/ 月 
包水暖，包一车位，請联系Aileen,5198199811.",Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
2877,阿来网赚博客（公众号+网站运营）,今日早报:5月1日，星期二，农历三月十六,江西,南昌,互联网网赚，提供安全靠谱平台，微信公众号:趣淘米1号,0,1,0,22,3,0,1,1,1,0,1
2888,Sarah,@Kaisy 哦。谢谢！,Toronto,,"Hiking, dancing and laughing...",24,0,3,0,4,1,1,4,4,1,1
2900,Sophie,@Cindy🍓臻程假期&私人旅游订制 沒有加號就是沒有了。,Toronto,,吃货，美食控！话痨，不靠谱！慎入！,0,0,0,12,5,1,1,0,0,1,1
2905,.,提供5月7日左右回国有偿带物,,,人生只有一次,0,0,0,6,0,1,1,0,0,1,1
2911,Eternally🎀🔝,@. 私信,天津,滨海新区,我要强大到任何事情都无法破坏我内心平和,0,0,0,19,0,1,1,0,0,1,1
2912,芒果,求五月一号下午多伦多机场到温莎的carpool,上海,浦东新区,0,0,0,0,0,0,1,1,0,0,1,1
2915,月牙儿,Rankin好房主卧五月转租，房间大采光好，带独立卫浴室，价格可商，仅限女生。步行十分钟可到温莎大学，近河边，有意者请联系我～,,,"懒癌患者<span class=""emoji emoji1f437""></span>",24,4,2,4,8,0,1,4,5,1,1
2919,感恩生活,每单提成500元，工资日结现结！轻松日收入过千，月入过万。有手机，有网络即可，在家轻松赚钱，感兴趣的请速速联系我，可兼职可全职，免费注册了解详情:http://www.ve678.cn/w184786/v1.html,,,0,0,0,0,0,0,1,1,0,0,1,1
2921,GIN_宇文翾龘,求温莎五月一个月短租，近温莎大学 男生，谢谢,,,"I said, I came,  I will conquer",22,0,7,0,2,1,1,5,7,1,1
2933,Ass311Apr409,打x应该是有的意思吧 ,,,天空多灰 我们亦放亮,0,0,1,9,0,1,1,0,0,1,1
2936,Angela,这个看起来不错👍,,,万事都互相效力，叫爱神的人得益处！,0,0,0,15,2,1,1,0,0,1,1
2937,Fiona,求一个1989到multi的来回carpool,,,好好学习,0,0,0,4,0,1,1,0,0,1,1
2939,龙龙龙龙龙龙,@Fiona ,辽宁,沈阳,写一封情书给你的话，我会用一生去写。而你，也请花一生去细读！,0,0,0,26,4,1,1,0,0,1,1
2946,金泰旅游群主,"金泰国际旅游有限公司 TICO# 50019420
地址：14-30 West Beaver Creek Rd.
          Markham, Ontario, L4B 1G5
电话：647-930-0917，647-930-0918
email：info@kingtietravel.com

我们机票的付款方式如下：
1.EMT支付：您可以选择email transfer给我们 简单快捷  
email：kingtietravel@hotmail.com
2.现金支付 （需要您到店里支付） 
3.信用卡支付 （需要您到店里提供您的卡号和有效日期并签署信用卡授权书）",江苏,南京,不乱于心，不困于情。不畏将来，不念过往。如此，安好。,0,0,0,20,6,1,1,0,0,0,1
2949,🌻,[胜利][胜利],Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
2950,🐷,求一个男式发箍[捂脸][捂脸] ,Montreal,,隐身,0,0,0,2,0,1,1,0,0,1,1
2952,徐涛,1,Calgary,,0,0,0,0,0,0,1,1,0,0,1,1
2954,远卓,1,,,0,0,0,0,0,0,1,1,0,0,1,1
2955,emmaw,1,Alberta,Calgary,与地斗，其乐无穷！,0,0,0,7,2,1,1,0,0,1,1
2956,唐歌-Grace,谢谢🙏,江苏,苏州,开心的过着每一天！,0,0,0,8,1,1,1,0,0,1,1
2957,请叫我瘦子李,谢红包,,,人心是个无底洞 填不满也掏不空,0,0,1,14,0,1,1,0,0,1,1
2958,璀璨,1,,,0,0,0,0,0,0,1,1,0,0,1,1
2959,ShirleyYang,1,北京,朝阳,这是怎么了？怎么这几年老是发生？愿你们过得都好！！！,0,0,0,21,5,1,1,0,0,1,1
2962,JoChan🌱,1,,,周晨●司南,0,0,0,4,1,1,1,0,0,1,1
2963,王裔佳,1,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
2964,Ceci🎀,1,,,0,0,0,0,0,0,1,1,0,0,1,1
2965,给的多（Playhard）,@🐽 求一个男式发箍[捂脸][捂脸]   是紧箍咒 吗,Ontario,Windsor,大哥 大姐 给的多,0,0,2,7,0,1,1,0,0,1,1
2967,颜岚,@anna ～🇨🇦 是呀！是想买呢！[微笑],Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
2968,Anna,1,吉林,长春,人之所以会变得残忍，是因为他被残忍对待过。,0,0,0,19,2,1,1,0,0,1,1
2972,无语,多伦多Harbord / Spadina 独立屋二楼单间出租，5月到8月底，租金$600/月，租期灵活，即住。包水电、高速上网，合厨合厕，步行10分钟到多大。房间明亮，带简单家具。有意请联系电话：519-258-7772,Windsor,,逝如秋叶，静美无声,0,0,0,8,1,1,1,0,0,1,1
2975,IrisLiu-蕊,我也想要利仁牌的，有团购价吗[偷笑],Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,1,1
2986,金泰旅游客服,"@金泰旅游😖小客服 @米拉拉🌸 @Tomas 旅游定制 机票查询 

问票定团，请 @ 我们上面的美丽帅气的的小客服们 

我们的一号群已满，如果加了一号群，请不要加二号群 谢谢 


五月 Ground Opening
敬请期待红包雨 🎉🎉 ",Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,0,1
2990,金泰客服-米拉拉,1,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
2991,Sherry🌬,求个大学附近卡普,,,0,0,0,0,0,0,1,1,0,0,1,1
3005,A,请问护照copy那里是需要打印出来整个护照吗？谢谢,,,Ka Ca,4,0,1,0,0,1,1,2,2,1,1
3022,MariaSun维多利亚教育,【花旗银行Senior VP主讲】北美投资银行面试及用人原则，及“花旗银行大学生就业计划”招聘说明会，一年只有一次，订座从速！,,,此号已满，请加mariasunvic3，谢谢,11,1,0,8,2,1,1,1,1,1,1
3031,Lavender,请问一下 最近有人网申毕业工签吗 大概多久下来的？,London,,"Miracles happen every day<span class=""emoji emoji2728""></span>",45,4,5,0,8,0,1,8,9,1,1
3050,Fano,1,Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,1,1
3052,徐碧城,1,,,0,0,0,0,0,0,1,1,0,0,1,1
3056,A💄Double🍷🍾,1,广东,江门,0,0,0,0,0,0,1,1,0,0,1,1
3057,jeffery,支持围剿机器人,,,平常心,0,0,0,3,0,1,1,0,0,1,1
3058,超人黄小胖,求小额加币,福建,厦门,…,0,0,0,0,1,1,1,0,0,1,1
3064,Jane,啊哦以为大红包了,Calgary,,0,0,0,0,0,0,1,1,0,0,1,1
3072,Hellobilive,"全网唯一的数据分析工作能力课程！一门真正帮你解决职场问题的课程！
100+课时内容，八大能力建设内容满满 https://edu.hellobi.com/course/272
最重要的是，品质服务助你解惑焕新！ 新限时特惠399元！早加入早享受服务，带着问题一起来吧",,,免费微课程助手，添加请备注事由。,0,0,0,14,2,1,1,0,0,1,1
3074,Green,1,,,0,0,0,0,0,0,1,1,0,0,1,1
3075,Eileen_jia,抢红包的是机器人，还是不抢红包的是机器人[Shocked],Calgary,,0,0,0,0,0,0,1,1,0,0,1,1
3080,YL,1,,,0,0,0,0,0,0,1,1,0,0,1,1
3081,raindrop,谢谢,Calgary,,0,0,0,0,0,0,1,1,0,0,1,1
3084,Yuri,有 7/24-8/25 可以接两只猫寄养的吗,北京,海淀,Insta：yuri_020,9,3,0,0,2,1,1,3,3,1,1
3090,Alina,没有红包了。。。,,,Have courage and be kind.,20,0,4,0,1,1,1,5,5,1,1
3097,patrick和仔,Ha ha..一个群里有20多个robot,,,0,0,0,0,0,0,1,1,0,0,1,1
3098,M.W,1,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
3099,YOnie汪汪汪🍁,1,Ontario,Toronto,"<span class=""emoji emoji2764""></span>️Keep the LOVing heart ",41,4,6,0,9,0,1,8,9,1,1
3103,carol,1,Calgary,,0,0,0,0,0,0,1,1,0,0,1,1
3108,徐婷,1,江苏,常州,0,0,0,0,0,0,1,1,0,0,1,1
3109,sharon,1,Toronto,,  ,0,0,2,0,0,1,1,0,0,1,1
3110,flp,谢谢,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
3113,龙场驿站,1,,,知行合一,0,0,0,4,0,1,1,0,0,1,1
3117,金泰客服,1,Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,1,1
3121,我就是我,谢谢！,Alberta,Calgary,0,0,0,0,0,0,1,1,0,0,1,1
3128,木槿花开,1,Calgary,,"宁静淡泊，人生如茶<span class=""emoji emoji1f375""></span>！",24,4,2,8,10,0,1,4,5,1,1
3133,jeff@Masterqun.com群大师,把群都加了们机器人。我明天告诉你 那些账号是机器人,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
3134,哈迪斯,1,,,0,0,0,0,0,0,1,1,0,0,1,1
3136,欧特斯,1,,,0,0,0,0,0,0,1,1,0,0,1,1
3137,爱吃米粉,五分还是一毛？,,,少壮不努力，老大怪水逆！,0,0,0,10,2,1,1,0,0,1,1
3141,🐝Candy🌹,1,,,0,0,0,0,0,0,1,1,0,0,1,1
3148,Bill-铁成,1,Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,1,1
3155,Kaylee妈👧,1,Toronto,,"<span class=""emoji emoji2764""></span>️Mommy and Wifey<span class=""emoji emoji2764""></span>️",59,8,6,0,18,0,1,7,13,1,1
3157,✿Mikuku٭¨̮,1,Calgary,,♛做人，简单就好。生活，宁静就好。,0,0,0,12,5,1,1,0,0,1,1
3160,愛娃(Ava),[偷笑][偷笑],Ontario,Toronto,善用EMT,3,0,0,2,0,1,1,1,1,1,1
3161,囗〇,1,Alberta,Others,我每天都在笑，你猜我过的好不好,0,0,0,14,1,1,1,0,0,1,1
3163,ᕕ(ᐛ)ᕗ_(___)_so?,提供这周五从温莎去多伦多的carpool,湖北,武汉,一个白痴,0,0,0,4,0,1,1,0,0,1,1
3181,A💋加国barbara🍁,谢谢😜 ,Ontario,Mississauga,代购加拿大各类物品，需要的微我，另招国内代理,0,0,0,20,2,0,1,0,0,1,1
3185,枫叶国之,1,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
3186,飛,1,广东,深圳,now,3,0,0,0,0,1,1,1,1,1,1
3193,ch,1,江西,南昌,你若安好 便是晴天,0,0,1,8,0,1,1,0,0,1,1
3194,贝塔,你这是炫富,云南,昆明,不明真相的围观群众,0,0,0,9,0,1,1,0,0,1,1
3206,影视、舞台专业化妆,1,Ontario,Toronto,如果时尚玩儿不好，宁愿朴实...,0,0,0,12,4,1,1,0,0,0,1
3219,一块锅包肉,你姐姐原来就是秦沧海么 @Kristen ,,,昨天太近 明天太远,0,0,1,8,0,1,1,0,0,1,1
3233,Lily米粒,早上好,山东,淄博,0,0,0,0,0,0,1,1,0,0,1,1
3245,Stephanie, 请问宝宝1岁6个月 要额外吃什么补钙吗,Toronto,,📍加拿大多伦多 ，爱生活爱家庭爱代购的小买手🌤,0,0,1,19,3,0,1,0,0,1,1
3260,家有四宝,请问如果是condo房客没发现漏水，或者发现晚了，造成的地板和楼下顶的损失，有谁来负责呢？,Toronto,,享受当下,0,0,0,4,0,1,1,0,0,1,1
3261,樱桃雪泡,求一辆5月3日下午机场回温莎大学附近的卡普，一个人无行李,北京,西城,0,0,0,0,0,0,1,1,0,0,1,1
3264,LindaLi(H.L.N.W.-6473306892),为啥油价这么贵？－－因为自由党政府不让加拿大自己开采石油，而要千里迢迢的从沙特进口，让加拿大的油价被中东地区绑架。而自由党与利益集团勾结，从中疯狂谋取私利。目前的局面是民众支付高额油价，产油省份的人民面临高失业，自由党联邦政府和NDP省级政府强奸民意，一意孤行。这就是为什么保守党党魁AS在国会，阿省保守党党魁Jason Kenny大声呼吁支持Pipeline的原因。这些真相媒体不会说，学校不会教，希望大家能转发传播出去[抱拳][抱拳][胜利][胜利],Toronto,,你相信有来生吗？我真的很相信，因为在那里能见到我亲爱的爸爸！,0,0,0,27,3,1,1,0,0,1,0
3268,lucyliao,租客合同到期可以不走是什么意思？ 之前不是提前二月通知房东renew，他就可以优先续租吗？除非房东发通知要装修，要自住，要卖房，租客必须搬走。现在这样都不行了吗？哪条规定了这一款？谢谢指教,,,0,0,0,0,0,0,1,1,0,0,1,1
3272,宏胜留学移民服务中心,"🎷【重磅商业推广】
免雅思，免预科直录安省，bc省名校 不录取全额退款。办理学校靠谱！！！靠谱很重要！！！！移民持牌顾问！办理签证！疑难学签/Visa （长期没有上学OR成绩非常差）成功率99%，过签率高！快速办理工作签证已经介绍雇主移民挂靠一条龙服务！",,,公立大学，强势申请，不成功不收费！,0,0,0,14,3,0,1,0,0,0,1
3275,家🀄️有宝,@YanKee 明白了，谢谢🙏,Toronto,,享受当下,0,0,0,4,0,1,1,0,0,1,1
3278,Marshall💯理财顾问,@当上帝更过瘾 找寄养走路无路的Maki,Ontario,Toronto,Crius Financial,14,0,1,0,0,1,1,2,2,0,1
3292,Ashley飞天小猪侠,问个小问题，今天签lease合同，没有用standard lease的话，还有没有效？谢谢[抱拳],Ontario,Toronto,雅思 思培导师 647-848-9925,0,10,2,6,2,0,0,3,3,1,1
3296,昕仔,求5月4号多伦多回温莎carpool，两个人两个行李箱,江苏,苏州,0,0,0,0,0,0,1,1,0,0,1,1
3300,玻璃心,1,,,我的主求你引领我。,0,0,0,8,1,1,1,0,0,1,1
3302,SandraY,1,,,宝宝大一点了，我的日子终于好过一点啦,0,0,0,17,1,1,1,0,0,1,1
3305,然儿,谢谢,,,"愿岁月温柔相伴<span class=""emoji emoji1f3a1""></span>，美好如约而至🎠。",25,3,2,13,11,0,1,4,5,1,1
3306,天马行空,独立屋有一间房，社区里有游泳池，可以吗？@坏猫-Kelvin ,Toronto,,智者不谋名利，自然无失，仁者不近权贵，常处逍遥。,0,0,0,20,4,1,1,0,0,1,1
3312,坏猫-Kelvin,加我详聊[抱拳]@天马行空 ,Toronto,,加油！,0,0,0,2,1,1,1,0,0,1,1
3317,cici😘,1,Ontario,Toronto,适合自己的，才是最好,0,0,0,9,1,1,1,0,0,1,1
3318,巧儿～,1,British Columbia,Vancouver,"Life is not a destination,but a journey (^_^)v",33,0,7,0,6,1,1,8,9,1,1
3319,CC💞,請問寶寶3個半月，好像一直吃不飽，一直要喝奶，以前兩個月時都可以睡整覺，現在半夜睡不了整覺，媽媽們知道原因嗎？我是全母乳餵養，是不是奶不濃呢？,,,"愛....永不止息<span class=""emoji emoji2764""></span>️",23,4,2,5,13,0,1,4,5,1,1
3323,CharlieXu,hi 我是Charlie。来自多伦多。,,,0,0,0,0,0,0,1,1,0,0,1,1
3324,LilyLiang,这里有大些孩子的妈妈吗？像10-11岁的，暑假怎么安排，有没有summer camp可以一起参加？,,,0,0,0,0,0,0,1,1,0,0,1,1
3326,爱拼才会赢，人生能有几回拼,诚聘寿司吧师傅，待遇优（需要有一定的经验，能独立管理，安排，有福利（另招聘分店店长，寿司吧厨师长，待遇优有福利，（需要有流利的法语，欢迎留学生，工作满两年，公司可以担保雇主移民，名额有限！！！），联系电话：6133666718，6138793336（刘先生,,,方向不对，努力白费--人的一生最难的不是奋斗而是抉择,0,0,0,23,3,1,1,0,0,1,1
3329,👻Mica💜,求租5.27入住5.30离开共3晚的 两室的apt/house 。5个大人，1个小孩，需要至少两个大床。,Ontario,Ottawa,人在做 天在看 好自为之,0,0,2,10,0,1,1,0,0,1,1
3337,AndySun艳阳天,欢迎新朋友[爱心][爱心][爱心],,,0,0,0,0,0,0,1,1,0,0,1,1
3340,AgentDaisy,谢谢，我刚好行买机票，7月23日-8月13，北京-多伦多往返，大概多少钱？时间比较灵活，前后几天都可以。,Toronto,,AgentDaisy.com,13,0,0,0,1,1,1,2,2,1,1
3345,灰原,全世界聪明人都在玩的游戏，快来试试！,Ontario,Windsor,Yo！let's go ,8,0,2,0,2,1,1,4,4,1,1
3346,Cherish,1,,,不念过去，不畏将来，且行且珍惜！,0,0,0,13,3,1,1,0,0,1,1
3367,Sofia💋💏♏️,"孩子的帽子和袜子之类的，你们会买毛线织的吗
",陕西,西安,0,0,0,0,0,0,1,1,0,0,1,1
3382,marsha,我还在等机票，不知道暑期开始后会不会有特价机票。,Calgary,,0,0,0,0,0,0,1,1,0,0,1,1
3384,WNHC,暑假特价票现在有惊现么？,,,理疗中心客服号，欢迎咨询各种问题以及预约. 详情咨询9056047976,0,10,1,23,2,1,0,1,1,1,1
3390,招财猫416-400-0539,[微笑],,,恒通金融 财税规划 分红理财保险 养老资产传承规划 旅游保险等,0,0,4,27,0,0,1,0,0,1,0
3393,愛娃(Ava)~擅長活動,1,Ontario,Toronto,善用EMT,3,0,0,2,0,1,1,1,1,1,1
3398,「BLACKCHOCOLATE」,1,Toronto,,您的蛋糕魔法師(˙꒳​˙) 「試營業中」,0,0,1,11,8,1,1,0,0,1,1
3400,金泰客服Tomas旅游定制机票查询,Tree top trekking 现在很流行,Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,0,1
3431,Serena,还有人拿来包饺子🥟,,,Live Simply. Laugh Lots.,19,0,3,0,2,1,1,4,4,1,1
3439,JaneFang,有什么菜呀？,Ontario,Mississauga,太上贵德，其次务施报,0,0,0,9,1,1,1,0,0,1,1
3442,IamSam.,Hello 👋 ,Toronto,,"Play, Eat, Fun. ",10,0,3,0,3,1,1,3,3,1,1
3443,TracyLin,1,,,0,0,0,0,0,0,1,1,0,0,1,1
3447,🍒王小静🍼💋,帽子可以毛线啊 袜子啥的就没必要了 孩子体热他们穿毛线的袜子会觉得很热,,,"如果一个人连按时起床都做不到，那跟废物有什么区别！<span class=""emoji emoji1f4a6""></span><span class=""emoji emoji1f4a6""></span>",50,6,4,23,18,0,1,4,10,1,1
3455,Greta,放毒！,江苏,南通,”犹大家所逃脱余剩的，仍要往下扎根，向上结果”（赛37:31）,0,4,0,20,7,1,1,2,2,1,1
3505,Yvonne,劲爆！一大波汪星人已成功进入太空！,,,种一棵只为自己盛开的小太阳,0,0,0,13,0,1,1,0,0,1,1
3528,终于18cm的大J,[有人@我]整个朋友圈都在玩&amp;lt;弹球王者&amp;gt;！主播们已经玩到停不下来！,月球,,尘土承受屈辱，却以鲜花来回报.,0,0,0,13,2,1,1,0,0,1,1
3533,yang这个号已满请加rhfruitvegi号,1,Toronto,,加拿大诚招代理,0,0,0,7,0,0,1,0,0,1,1
3535,马珺卉-Emerald🐧,求在四号周五下午温莎去多伦多卡普，一个人,云南,昆明,摇头晃脑不忘热泪盈眶。,0,0,0,10,1,1,1,0,0,1,1
3538,FadedGreen,1,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
3542,品味窗帘，家居装饰品。,@Anson 谢谢弟弟～,Ontario,Toronto,"合作加拿大前十供应商。为您打造更温馨舒适的<span class=""emoji emoji1f3e0""></span>。",25,3,2,20,10,0,1,4,5,0,1
3548,👏呼朋引伴👏💝,1,,,新年伊始，希望事事顺心如意。,0,0,0,12,2,1,1,0,0,1,1
3579,:-),求从740Rosedale到Walmart的车,四川,成都,(눈_눈）,0,0,0,2,3,1,1,0,0,1,1
3588,Hi,群主可以直接开一个微信群专门用于转发小游戏的，那些游戏貌似要转发到微信群才能获得奖励,,,朋友圈已关闭,0,0,0,6,0,1,1,0,0,1,1
3593,子了,有没有在奥莱附近的carpool,Victoria,Melbourne,及时行乐,0,0,0,4,0,1,1,0,0,1,1
3594,Kiko,@all 求明天上午温莎出发多伦多的carpool，一人，谢谢,Ontario,Windsor,0,0,0,0,0,0,1,1,0,0,1,1
3595,奥利奥,劲爆！一大波汪星人已成功进入太空！,Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,1,1
3610,🎃曾坚强😉,1,湖北,武汉,Don't you worry about a thing.,23,0,5,0,2,1,1,7,7,1,1
3613,penny🌸,有人认识水电工嘛,,,还好有你,0,0,0,4,0,1,1,0,0,1,1
3617,荸荠,"暖炉/空调 免费评估接龙：（评估完了的，我前面放朵🌹，是为了自己别弄重复了，木有别的含义😂）
🌹1. 静:(暖炉/热水炉）oakville （已定）
🌹2.小杨:(空调/暖炉/热水炉）oakville （已安装）
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket （已定）
🌹5. Lanya  （暖炉）
🌹6.nana （7年暖炉-不用换）
7.Grace (furnace &water tank) Mississauga
🌹8.Maggie X （暖炉/热水炉）Oakville（已定）
🌹9.王锐（暖炉），oakville （已定）
10. Shuyin (furnace) Richmond Hill
🌹11.往事如风：暖炉/tankless (oakville)(已定）
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
🌹14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
🌹17.婧丫头麻麻（暖气）（Oakville）（已安装）
🌹18.Judy （新房）冷气（Mississauga)
🌹19.Apple 甯：暖炉空调 （Oakville）(5-19安装）已定
20.Haihong海虹 （Mississauga)
🌹21.天上所有的星 空调 Mississauga
🌹22. Henry Cai (暖炉/空调) Oakville
🌹23. Angela (暖炉/热水炉) Mississauga 
🌹24. Sandra (暖炉）（已定）Mississauga 
25.娟子华(暖炉)
26.太阳鸟  (热水炉与暖炉)
🌹（7年不用换）27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.Yana(热水炉，暖炉，空调)Oakville
🌹31.如意（暖炉，Markham）(已定）
🌹32.霍东辉（7年暖炉-不用换）oakville 
🌹33.(service,7年新不用换）Paul w(暖炉:Scarborough 
34.Yuki （暖炉，热水炉：Richmond hill）
35.包包 暖炉，空调Mississauga
36. melissa 热水炉，暖炉，空调)Oakville
🌹37.Annie 热（暖炉，热水炉）mississauga
🌹38.文奎(暖炉)mississauga（已定）
🌹39.孙翔(暖炉，热水炉)世家堡
🌹40. 猪兔妈妈 ( 暖炉 热水炉) Mississauga 
41.winne( 暖炉/空调:Mississ
42.紫水晶(暖炉/空调)Mississauga 
43.快乐如风（暖炉/空调）Mississauga
🌹44.pearl:（暖炉/tankless)Mississauga (已定）
45.孙小兔 暖炉十热水炉
46.泉水叮咚。hamiltom 空调
47.Grace 暖炉/空调Mississauga
48.Mary 热水炉 Mississauga
49.Natalie Furnace & AC Mississauga
50. Becky Furnace & Water heater, Oakville ",,,走更远 要美丽,0,0,1,6,0,1,1,0,0,1,1
